offender_id,tag_install_date,tag_type,dob,sex,ethnic_group,original_offence
LLG5673UPB,2022-12-07,alcohol,1955-04-02,male,white,Summary motoring
QZZ0323AWY,2022-09-15,location,2018-08-20,female,mixed,Violence against the person
LDM8957UMZ,2022-11-29,curfew,2014-02-10,female,white,Violence against the person
WBJ8925SYN,2022-09-27,curfew,1955-11-03,male,black,Violence against the person
QRV9344WOA,2022-10-15,curfew,1919-02-23,female,white,Theft offence
KAZ7906CPJ,2022-10-11,curfew,1962-06-11,male,mixed,Fraud
SUS4479KJL,2022-12-03,location,1913-04-27,female,white,Criminal Damage
KYQ6451DNA,2022-12-19,location,1910-01-11,male,mixed,Fraud
YWH8833AUU,2022-11-21,curfew,1984-09-14,female,unknown,Other Indictable
IBM2611HSR,2022-09-17,curfew,1924-10-19,male,mixed,Summary motoring
LWJ0302EYA,2022-10-08,curfew,2017-10-20,female,asian,Summary motoring
RJZ9760LCF,2022-10-04,alcohol,1923-02-25,male,white,Criminal Damage
DZD7289ZST,2022-12-18,alcohol,1956-12-14,male,mixed,Fraud
HVB7734LRM,2022-09-05,curfew,1980-01-21,female,other,Theft offence
ZVO6908FHK,2022-09-27,alcohol,1917-06-22,male,unknown,Summary motoring
UNI8574EDQ,2022-12-17,alcohol,1967-11-19,male,white,Theft offence
HZV9031SVA,2022-10-07,curfew,1994-11-05,male,white,Drug offence
XMH6929ONB,2022-08-05,curfew,1945-04-16,female,mixed,Other Indictable
QYN5926OLZ,2022-08-14,alcohol,2015-04-12,male,white,Criminal Damage
XRG8929NSG,2022-11-17,location,1906-02-06,female,white,Summary motoring
ZOY1670NTC,2022-09-30,alcohol,2019-12-12,male,black,Drug offence
TMU8390JBE,2022-08-07,location,1967-03-29,male,asian,Drug offence
RUI9138JTD,2022-08-17,location,1964-07-24,female,white,Summary motoring
RXQ5759ENY,2022-12-05,location,1983-10-16,male,white,Other Indictable
GDD2186LQU,2022-10-03,alcohol,1934-07-23,male,asian,Other Indictable
QEA8731ZHY,2022-12-01,alcohol,1957-08-10,male,unknown,Drug offence
LHS8916JEO,2022-08-31,location,2005-10-19,male,white,Theft offence
TPQ4503PCO,2022-12-24,location,1961-02-05,male,asian,Criminal Damage
ZVX0859FLP,2022-08-13,curfew,2019-12-18,male,other,Other Indictable
NDJ0164XFX,2022-11-24,location,1928-12-27,male,other,Summary non-motoring
QAZ0737STJ,2022-08-18,alcohol,1935-12-19,female,unknown,Fraud
MNR9944IUF,2022-11-08,alcohol,1978-11-14,female,black,Other Indictable
HEW9772TLS,2022-08-12,location,2015-01-02,male,asian,Other Indictable
KXM9858PKQ,2022-09-16,location,1915-07-11,female,mixed,Summary non-motoring
WGO5913BNZ,2022-09-26,curfew,1942-03-09,female,other,Drug offence
KVZ1890ZXE,2022-10-20,curfew,2008-12-06,female,white,Theft offence
GZV6845JAJ,2022-08-21,alcohol,1908-07-17,male,mixed,Drug offence
QSI9520MQU,2022-09-05,alcohol,2013-02-04,male,mixed,Violence against the person
KBT0315ARA,2022-12-10,alcohol,1960-08-02,female,white,Theft offence
DHO8102WLP,2022-11-27,alcohol,1915-02-16,male,black,Fraud
HWY1767WDA,2022-11-07,curfew,1906-06-11,female,white,Summary non-motoring
RWH4798EBT,2022-11-18,curfew,2018-08-22,male,mixed,Fraud
NZT5521PDB,2022-09-04,location,1994-04-09,male,mixed,Violence against the person
GWH9140WJS,2022-11-25,curfew,1923-12-03,female,asian,Summary non-motoring
GNP9876ORL,2022-12-08,alcohol,1982-11-24,female,white,Other Indictable
FLR0532JUD,2022-08-17,alcohol,1935-05-10,female,unknown,Drug offence
IKO8045MPC,2022-11-15,location,1990-02-18,female,asian,Violence against the person
PJO3306UQG,2022-12-11,location,1963-02-10,male,mixed,Summary motoring
WHF4662VZQ,2022-08-08,curfew,1941-07-04,male,black,Fraud
JYS3303CTT,2022-09-05,location,1912-09-16,female,mixed,Violence against the person
BGE4333YML,2022-10-07,alcohol,1916-02-09,male,white,Summary motoring
JGA6313VFW,2022-09-18,alcohol,1967-12-21,male,mixed,Summary motoring
YHL4748VLS,2022-12-24,alcohol,1927-02-17,male,white,Other Indictable
GAJ5346PDM,2022-08-13,curfew,1958-07-09,female,mixed,Summary non-motoring
CIJ3084ODI,2022-10-10,curfew,1901-06-28,female,white,Drug offence
TKT7662OPQ,2022-12-17,alcohol,1914-07-19,male,asian,Other Indictable
IYQ9500ZNK,2022-08-22,alcohol,1994-01-20,male,asian,Fraud
ENG0248CTN,2022-10-14,alcohol,1962-04-10,female,unknown,Other Indictable
NTA7414EGX,2022-09-03,curfew,1947-10-09,female,white,Violence against the person
RJS1917SRD,2022-09-13,curfew,1997-05-23,male,other,Drug offence
AUQ6717ZAU,2022-12-21,location,1959-06-01,male,mixed,Drug offence
EKD5650NWM,2022-08-11,alcohol,2018-11-02,female,mixed,Other Indictable
BYT4472IHD,2022-08-22,curfew,1995-06-16,male,white,Summary non-motoring
TQV3384AQW,2022-08-25,curfew,2010-05-25,male,mixed,Drug offence
ZBJ1823DYO,2022-09-08,alcohol,1908-03-21,female,other,Criminal Damage
VRY4854MZB,2022-08-05,alcohol,1900-07-20,male,asian,Violence against the person
OVR9018FPG,2022-11-08,curfew,1972-08-04,female,mixed,Violence against the person
NUZ9815RXH,2022-08-08,alcohol,1997-04-24,female,unknown,Summary motoring
CDN4332KBA,2022-09-27,alcohol,2005-06-06,male,white,Fraud
NGT8215PUV,2022-12-24,alcohol,1967-09-28,male,white,Criminal Damage
BWS3486JLI,2022-08-04,alcohol,1955-02-08,male,mixed,Criminal Damage
CWG6703QME,2022-12-21,location,1964-05-12,female,black,Fraud
QAY0970KLY,2022-08-05,alcohol,1976-10-17,male,black,Criminal Damage
QPX2639YEA,2022-09-18,alcohol,1934-07-18,female,mixed,Criminal Damage
JZI7866QZP,2022-12-01,location,1913-10-16,female,other,Drug offence
QNB9644WFF,2022-10-02,alcohol,1923-07-20,female,unknown,Criminal Damage
HGB4164YFO,2022-12-13,curfew,1905-09-17,male,asian,Criminal Damage
VUA4062THX,2022-11-08,alcohol,1912-02-18,female,other,Summary motoring
AUN5551MKQ,2022-11-24,alcohol,1939-07-17,male,black,Drug offence
ZIY8248YJW,2022-08-12,alcohol,1982-06-19,male,unknown,Summary non-motoring
GMD8755XPC,2022-10-01,alcohol,1966-11-04,male,unknown,Summary non-motoring
QDM4779VOS,2022-12-02,alcohol,1919-11-21,female,asian,Summary non-motoring
VAV4484JUZ,2022-10-30,alcohol,1970-10-07,female,mixed,Criminal Damage
MBQ7842BMY,2022-12-22,location,1962-05-01,male,mixed,Violence against the person
DUT3231CCQ,2022-10-06,curfew,1919-02-01,female,white,Criminal Damage
EZV2471NRE,2022-09-04,location,1986-05-16,male,white,Summary motoring
XQH5998RNV,2022-12-13,location,1965-11-08,male,unknown,Summary non-motoring
SZY4100GHI,2022-08-18,curfew,1919-06-06,female,asian,Theft offence
SKT3921MSG,2022-09-19,curfew,1938-10-29,female,unknown,Summary non-motoring
RCD5103DQA,2022-12-15,alcohol,1921-11-17,female,unknown,Summary non-motoring
IFA9085PDI,2022-09-30,alcohol,1960-08-21,female,black,Criminal Damage
QGP0992TIQ,2022-08-28,curfew,1945-01-02,male,white,Summary motoring
GZC6006CVX,2022-09-16,alcohol,1987-09-06,female,asian,Other Indictable
SVY8643KKG,2022-12-05,location,1927-02-08,female,asian,Summary motoring
BPB7159UVB,2022-10-09,location,1962-07-29,female,white,Violence against the person
BVJ0507QLY,2022-11-21,location,1951-11-23,male,black,Theft offence
MAR7579ZDV,2022-08-10,curfew,2005-02-20,female,asian,Theft offence
CRZ4168VJH,2022-10-13,curfew,1966-05-26,male,white,Drug offence
UPR4904RUF,2022-09-21,location,2000-03-10,male,asian,Summary motoring
KUS1876HTJ,2022-08-22,alcohol,2013-07-23,female,mixed,Summary non-motoring
IJH6271OKG,2022-09-05,alcohol,1992-03-28,female,white,Summary non-motoring
EGY0239ZHW,2022-11-20,location,1991-01-02,male,black,Other Indictable
AZF4314JZC,2022-09-17,location,2020-01-10,male,other,Other Indictable
WAF7588YUQ,2022-08-09,location,1974-01-31,male,mixed,Drug offence
MVY6258MYG,2022-12-23,location,1917-05-26,female,asian,Other Indictable
QNJ9175SVE,2022-10-28,curfew,1983-11-24,female,unknown,Summary motoring
MVF5573GHB,2022-12-06,location,1969-06-02,male,black,Theft offence
ZIJ1678XXA,2022-08-07,alcohol,1925-03-15,female,white,Theft offence
ZXI4643APT,2022-09-24,location,1979-03-11,female,asian,Theft offence
WRP6088RJR,2022-08-31,location,1920-04-06,male,mixed,Theft offence
GLK8596YUN,2022-10-15,location,2020-04-13,male,unknown,Violence against the person
GNF0902TQL,2022-09-05,location,1990-03-17,female,unknown,Summary motoring
WCS4351BVR,2022-11-04,curfew,1970-09-12,female,other,Fraud
TEJ6333LKR,2022-10-24,curfew,1905-02-06,female,mixed,Summary motoring
UOY2771ECA,2022-10-25,curfew,1963-06-16,male,black,Violence against the person
UCB4663QJE,2022-08-12,location,1975-01-28,female,unknown,Summary non-motoring
JKO5906EMW,2022-09-21,alcohol,1934-02-26,male,mixed,Summary non-motoring
KDX8971DLQ,2022-10-12,location,1978-06-11,female,black,Summary non-motoring
WMC4661DLA,2022-11-07,alcohol,1910-11-18,female,mixed,Other Indictable
UQH2314MDA,2022-09-06,alcohol,1972-01-27,female,black,Summary motoring
EXP9013WCJ,2022-11-01,alcohol,1930-03-19,male,white,Fraud
BUO7398OLR,2022-12-08,curfew,1974-10-21,female,white,Summary non-motoring
YHJ9360TTV,2022-08-27,alcohol,1940-03-12,female,asian,Theft offence
OKR5247VVB,2022-09-16,location,2004-11-07,male,asian,Theft offence
BYM1250PIC,2022-09-16,location,1927-12-19,male,asian,Drug offence
ZLD9760ZSD,2022-10-18,curfew,1903-07-23,female,white,Summary motoring
BHS7959QOH,2022-12-20,alcohol,1906-01-10,male,white,Summary non-motoring
RAV2537BRG,2022-12-15,location,2014-02-05,male,unknown,Fraud
GDR3526FHN,2022-09-04,location,1903-11-23,male,unknown,Criminal Damage
ZMQ4993ABG,2022-09-18,location,1985-04-30,female,white,Drug offence
UUZ6691FID,2022-12-01,alcohol,1974-01-03,male,black,Summary motoring
CIE2279QVJ,2022-10-24,curfew,1948-09-04,female,white,Drug offence
CDZ9713JYG,2022-11-28,curfew,1951-02-18,female,unknown,Theft offence
EON7763ZGY,2022-10-02,location,1904-03-03,male,unknown,Violence against the person
ATO3089LDU,2022-12-01,location,1920-04-01,female,mixed,Violence against the person
EFX1930PJC,2022-10-08,location,1974-11-09,male,unknown,Violence against the person
RYJ5528JTU,2022-12-03,alcohol,1955-03-22,male,unknown,Summary non-motoring
MEJ1863IOB,2022-09-01,alcohol,2003-04-01,female,other,Criminal Damage
YRF2591TUO,2022-09-21,curfew,1960-04-15,female,asian,Criminal Damage
OOW7024NMS,2022-09-25,location,1984-03-12,female,unknown,Other Indictable
YKG1364CQD,2022-10-20,location,1949-09-12,male,other,Theft offence
HVM0829LQI,2022-09-15,curfew,1940-03-31,female,white,Summary motoring
YZM5070UAS,2022-11-20,location,2013-05-04,female,black,Fraud
LCD7367PHL,2022-09-23,curfew,2016-12-21,male,other,Violence against the person
LBL9836RMU,2022-08-12,location,1937-02-03,female,unknown,Drug offence
CJQ6381FOY,2022-09-20,alcohol,2005-08-31,female,asian,Drug offence
QVJ6743FZQ,2022-11-27,alcohol,1987-04-21,male,unknown,Summary non-motoring
FAI0252OEA,2022-10-07,location,1924-04-13,male,other,Summary motoring
LBG3617GIN,2022-08-23,curfew,1943-03-18,male,unknown,Summary motoring
UGH1432MXZ,2022-11-27,curfew,1923-04-15,female,asian,Summary non-motoring
YQP6306SFJ,2022-10-26,curfew,2012-12-09,female,mixed,Criminal Damage
BNE8195RVX,2022-08-12,curfew,1924-02-05,female,white,Other Indictable
NYW2796EHH,2022-11-06,location,1911-04-08,female,unknown,Other Indictable
TCG2054DSI,2022-08-29,location,1914-12-26,male,asian,Fraud
CDN9859YRF,2022-12-14,location,2007-07-04,female,asian,Other Indictable
OMZ9370LSQ,2022-12-20,curfew,1911-08-02,female,white,Fraud
IHH2958YQU,2022-11-09,location,1942-12-31,male,unknown,Theft offence
SRW0755BHQ,2022-12-14,location,2004-01-08,female,black,Drug offence
DAC3026AQN,2022-12-24,curfew,1951-07-22,female,other,Summary motoring
EOG0097UUX,2022-11-28,alcohol,1902-05-20,male,asian,Fraud
XSA4515JOZ,2022-10-28,alcohol,1904-02-11,female,black,Drug offence
KKH1229OPE,2022-09-02,curfew,1988-01-14,male,mixed,Other Indictable
YZA3036TGU,2022-09-20,curfew,1918-11-25,female,other,Summary motoring
JFS3055ZDL,2022-08-10,alcohol,2000-06-14,female,white,Fraud
VMA8179MZU,2022-09-06,location,1926-01-23,male,white,Summary non-motoring
SLH3779JLF,2022-12-17,location,2013-04-27,female,asian,Other Indictable
PQW0715LUO,2022-09-30,alcohol,1915-10-02,male,black,Fraud
UXA6200XEF,2022-08-24,location,1976-03-26,male,black,Violence against the person
PBN9280EMF,2022-09-15,alcohol,1956-11-07,male,unknown,Violence against the person
RKH8749CYF,2022-09-05,alcohol,1907-07-06,female,white,Summary motoring
ZCO5665TLN,2022-12-20,location,2016-01-08,female,other,Criminal Damage
TMK6184SNT,2022-11-14,curfew,1902-10-27,female,black,Summary non-motoring
UWL2983XNZ,2022-09-01,curfew,1994-03-02,female,white,Drug offence
GWG2780FIY,2022-10-28,location,2006-02-19,female,other,Drug offence
LXV3975QZK,2022-11-24,location,1972-12-01,male,white,Drug offence
MBZ9160UFP,2022-10-18,curfew,1905-04-28,male,unknown,Drug offence
GOU7908EKD,2022-09-22,alcohol,2003-06-29,male,black,Summary motoring
RDH3071YLY,2022-10-18,location,1973-03-12,female,asian,Fraud
WYY9145DWW,2022-08-10,location,1996-12-23,male,other,Summary motoring
VAZ3823PHS,2022-10-09,location,1927-01-18,female,white,Summary motoring
KZX8328QJU,2022-09-24,location,1925-02-16,male,mixed,Summary motoring
WFG6970OAN,2022-08-11,curfew,1996-07-30,female,asian,Other Indictable
UXD6364KWX,2022-10-01,location,1948-08-01,male,asian,Summary motoring
RSS9115ECH,2022-12-08,alcohol,1955-06-06,female,other,Summary non-motoring
JSH6963SXB,2022-09-06,alcohol,1925-07-29,female,other,Theft offence
WZI6578KVQ,2022-11-28,alcohol,1983-03-13,female,white,Other Indictable
NVY3253BCY,2022-09-08,curfew,2006-12-04,female,black,Violence against the person
GNT4889PZR,2022-08-30,alcohol,1944-12-31,male,white,Violence against the person
JEZ7442QKL,2022-09-30,curfew,2021-08-27,female,unknown,Summary motoring
VWP5214IVC,2022-12-12,alcohol,1936-06-08,female,unknown,Theft offence
DSJ5803VKY,2022-11-22,location,1980-09-26,female,black,Violence against the person
ICV1506IET,2022-08-13,alcohol,1969-10-09,male,white,Summary motoring
KCA3315ZEM,2022-09-17,location,2021-10-17,female,white,Criminal Damage
GUI8601POZ,2022-09-09,curfew,1953-11-21,female,mixed,Theft offence
GED3545MUC,2022-12-04,location,1935-02-27,female,black,Violence against the person
SPX9952GTB,2022-10-15,curfew,1958-03-20,male,black,Other Indictable
IVK3371OVW,2022-12-08,alcohol,1948-03-22,female,white,Theft offence
VUV7347BBI,2022-11-25,curfew,1930-12-04,female,unknown,Other Indictable
UAB8829UMU,2022-08-10,curfew,1999-06-13,female,white,Violence against the person
EMG5344AQA,2022-09-02,alcohol,2016-01-27,female,white,Criminal Damage
GQQ0904UKG,2022-10-29,location,1924-11-20,male,white,Other Indictable
EML0921LQK,2022-08-03,alcohol,1948-09-10,male,other,Other Indictable
HYV9421FIG,2022-09-14,curfew,1998-07-01,female,mixed,Summary non-motoring
PPX3504UWU,2022-11-29,location,1923-11-04,male,other,Violence against the person
NDX0348WHP,2022-10-14,location,1949-04-15,male,black,Violence against the person
SMV5434ZCE,2022-10-24,alcohol,1942-04-25,male,asian,Summary non-motoring
RSJ0313IZH,2022-08-06,location,1929-12-02,female,mixed,Summary non-motoring
DNE0817QMN,2022-10-26,alcohol,1954-04-10,female,unknown,Summary non-motoring
HZZ8240BFS,2022-10-14,alcohol,1996-01-24,female,asian,Other Indictable
PZX5459OES,2022-10-06,alcohol,1923-03-08,male,white,Fraud
PTV6460OML,2022-11-07,curfew,1965-06-26,male,asian,Drug offence
VSH8646ABB,2022-09-10,alcohol,1947-09-19,male,asian,Summary motoring
MWI6580ZTP,2022-11-19,curfew,1927-02-26,male,mixed,Criminal Damage
TIA3212VYZ,2022-09-24,curfew,2006-02-17,female,white,Violence against the person
ADT8942CDA,2022-12-19,curfew,1956-04-30,female,black,Summary motoring
DPO8624MOQ,2022-11-25,alcohol,2018-10-26,female,asian,Summary motoring
BZB1796DEV,2022-11-23,curfew,2008-04-10,female,black,Summary non-motoring
OPI5402FEF,2022-12-16,location,1915-02-17,female,unknown,Summary motoring
LXJ1436TIC,2022-09-18,curfew,1974-06-24,female,asian,Summary motoring
HDV0057VLQ,2022-09-28,alcohol,1975-11-03,male,other,Violence against the person
TVJ1319JGZ,2022-11-07,location,1991-10-12,male,other,Fraud
YGA8962GMQ,2022-10-23,curfew,1946-03-15,male,white,Other Indictable
OWL1491DVL,2022-08-15,location,1952-10-16,female,other,Drug offence
HGZ2698DSZ,2022-09-13,location,1989-05-24,male,white,Theft offence
OUB6175PEN,2022-10-27,alcohol,2020-06-06,male,mixed,Criminal Damage
VJP7864ODF,2022-08-10,alcohol,1912-02-08,male,asian,Drug offence
HRA5061IKM,2022-11-25,alcohol,1974-07-26,male,unknown,Summary non-motoring
XLM7389WZX,2022-10-10,alcohol,1962-08-18,female,asian,Summary non-motoring
STJ6165IIS,2022-10-18,curfew,2018-11-28,female,mixed,Other Indictable
JSF3744QKD,2022-11-30,location,1987-10-22,male,black,Fraud
JDZ0218PRF,2022-09-09,curfew,1900-12-24,male,mixed,Drug offence
BAW8198BUK,2022-12-14,location,1992-03-15,male,unknown,Violence against the person
OCO5970FYZ,2022-09-12,location,1969-02-07,male,other,Drug offence
WSQ7985QZG,2022-09-04,location,1983-10-21,female,mixed,Summary motoring
RZS0879DHT,2022-11-25,curfew,1968-04-03,male,other,Other Indictable
NXN8627TBW,2022-09-27,curfew,1908-11-09,female,black,Theft offence
YNW1197TWZ,2022-11-10,location,1911-09-18,female,other,Fraud
JJR3954QQM,2022-08-28,location,2015-11-01,female,unknown,Summary motoring
ZDP5348SZZ,2022-11-27,alcohol,2022-03-23,male,asian,Summary motoring
XRD3625JWM,2022-08-10,location,1966-01-27,male,unknown,Violence against the person
IJM3229KCV,2022-08-09,alcohol,1953-06-29,female,mixed,Other Indictable
UUJ4776EUV,2022-10-18,curfew,1934-11-15,female,unknown,Theft offence
DDM7181SZJ,2022-11-14,curfew,1992-10-09,female,black,Summary motoring
WFX3014XDD,2022-10-26,alcohol,1970-01-11,male,unknown,Summary non-motoring
QUI9911KGF,2022-08-24,curfew,2014-04-20,female,mixed,Theft offence
MRP5207YFW,2022-10-23,alcohol,1990-05-15,male,white,Fraud
SHX7479QYL,2022-11-24,alcohol,2003-11-17,male,mixed,Other Indictable
GEN0357BQJ,2022-08-01,location,1984-06-10,male,other,Fraud
SZX5498IPQ,2022-11-02,curfew,1970-09-16,male,white,Violence against the person
SMP1564MSL,2022-11-15,alcohol,1999-12-08,male,black,Summary non-motoring
VCK2599ABA,2022-08-01,curfew,1980-11-25,female,unknown,Criminal Damage
XCH6973JZF,2022-08-29,curfew,1998-11-26,male,white,Violence against the person
RRI5263NAC,2022-08-30,location,2003-05-11,male,mixed,Drug offence
BUV9253WFV,2022-09-08,alcohol,1968-02-12,female,black,Summary motoring
XOY9815HOB,2022-09-21,curfew,1987-11-10,male,asian,Theft offence
EZF2174XLG,2022-12-16,curfew,2021-08-10,female,white,Summary motoring
LGD1306JWR,2022-10-11,location,1900-09-05,male,unknown,Summary non-motoring
NCV1811YUA,2022-09-08,alcohol,1917-05-03,female,other,Theft offence
YGC8595QQO,2022-11-13,alcohol,1939-01-06,female,asian,Theft offence
IRF1919RZB,2022-12-21,alcohol,1993-05-27,female,black,Summary motoring
NXC3926RIT,2022-10-24,curfew,1996-05-29,female,white,Summary non-motoring
SZW3090GPZ,2022-10-08,alcohol,1920-04-12,female,black,Other Indictable
NJJ4395OXD,2022-11-26,curfew,1965-10-26,male,white,Violence against the person
LZH4289GOR,2022-09-08,alcohol,1907-07-16,female,asian,Criminal Damage
KUL8055EVP,2022-10-28,alcohol,1971-04-24,female,black,Summary motoring
IAQ2770OLW,2022-08-26,location,1922-03-06,male,white,Summary motoring
RHG2126FYD,2022-09-04,location,2002-01-25,female,white,Violence against the person
PES3626NRN,2022-09-28,alcohol,2022-10-05,male,unknown,Theft offence
QRB8359SMJ,2022-11-29,location,1911-06-21,male,black,Summary motoring
WWB3285VLQ,2022-08-09,curfew,2016-11-25,female,asian,Theft offence
BZF3861WQS,2022-11-15,curfew,1916-03-23,male,unknown,Fraud
NYB6770TEI,2022-11-19,curfew,2002-08-07,female,white,Summary motoring
UFA1997XLX,2022-09-24,curfew,2006-01-16,male,unknown,Drug offence
RHO2019NIA,2022-11-05,curfew,2019-04-16,female,asian,Summary motoring
QUO2941RJU,2022-09-23,location,1930-12-25,male,black,Criminal Damage
SAF9182HPV,2022-12-06,location,1997-11-27,female,black,Other Indictable
SAD6652KUD,2022-08-08,location,1995-06-12,male,black,Other Indictable
BSO4685ZWL,2022-11-28,curfew,1992-12-08,male,black,Violence against the person
QWT9968IKI,2022-10-05,curfew,1940-08-26,female,white,Other Indictable
UDR9267TNV,2022-12-19,curfew,1968-02-24,female,white,Other Indictable
CPR3081DSM,2022-11-12,curfew,1973-10-03,female,asian,Summary non-motoring
BQJ7081DYM,2022-09-17,alcohol,1914-11-08,female,black,Summary non-motoring
MAF7889KXH,2022-09-09,curfew,1925-05-22,male,asian,Violence against the person
SHY3764MRB,2022-09-04,alcohol,1985-08-15,female,mixed,Summary non-motoring
SUK8515GPM,2022-08-15,location,2002-08-31,male,mixed,Other Indictable
IMZ5337BPY,2022-11-26,curfew,1928-09-11,male,mixed,Violence against the person
ETI6935EQJ,2022-09-21,curfew,2018-09-01,male,other,Other Indictable
XNL0811FZJ,2022-10-30,location,1988-05-25,female,white,Violence against the person
DWG3828IQB,2022-08-09,location,1912-05-13,male,other,Drug offence
VXO9267PJA,2022-12-08,alcohol,1914-02-25,female,unknown,Summary non-motoring
VPD6619BUC,2022-08-13,curfew,1967-05-11,female,black,Summary non-motoring
UKK3699REL,2022-09-07,alcohol,1917-08-31,female,asian,Theft offence
DKH2383PXE,2022-11-25,curfew,1980-09-10,female,asian,Fraud
SUC9292UYU,2022-09-04,alcohol,1998-10-06,male,mixed,Fraud
ECK4747IMB,2022-09-24,curfew,1945-12-15,female,white,Theft offence
ZVV0844JEI,2022-08-20,alcohol,1960-07-20,male,white,Drug offence
MLJ0882JZX,2022-08-18,curfew,1942-02-07,male,other,Summary motoring
VDG2307RJQ,2022-11-30,location,1976-09-29,male,other,Theft offence
OFE0061WVA,2022-09-27,location,2012-06-30,male,black,Summary non-motoring
DTC0537MYW,2022-08-04,location,1937-09-11,female,unknown,Other Indictable
PQS7025SXY,2022-09-26,curfew,1910-10-31,male,other,Drug offence
KAC1500NKA,2022-10-09,location,1951-09-02,female,mixed,Other Indictable
BSJ1146JHS,2022-09-15,curfew,1917-05-23,male,other,Summary motoring
FXD6273BAG,2022-11-03,curfew,1949-10-15,male,asian,Theft offence
FBV7485DCF,2022-09-26,alcohol,1981-04-13,female,white,Other Indictable
IQK6667JVE,2022-12-13,alcohol,1933-10-17,male,unknown,Violence against the person
TKP0091JTS,2022-09-19,alcohol,1987-03-10,male,other,Theft offence
HLR9793KEY,2022-08-18,alcohol,1914-01-25,male,mixed,Other Indictable
GAM2245TZU,2022-09-13,curfew,1958-04-03,female,asian,Theft offence
LSG3324YXJ,2022-09-25,location,1920-06-12,male,black,Other Indictable
OMG1397RXB,2022-11-25,alcohol,1985-07-23,male,other,Violence against the person
NQC6179PHW,2022-11-30,curfew,2003-04-08,female,unknown,Criminal Damage
TOP7255WWF,2022-08-04,location,1972-04-05,male,asian,Criminal Damage
FJM1125MTK,2022-12-05,alcohol,1957-06-02,male,other,Drug offence
REY9582PQH,2022-11-01,location,1947-04-05,female,other,Other Indictable
LVP5816RIN,2022-10-20,location,1972-11-25,female,white,Summary non-motoring
HAK5249GBN,2022-09-02,location,2014-06-04,male,white,Fraud
WNA8597SYM,2022-11-26,curfew,2000-06-19,female,other,Criminal Damage
RKC0272ODJ,2022-08-30,location,1972-07-31,male,unknown,Violence against the person
ATL8507AYT,2022-09-15,curfew,1911-05-06,male,other,Summary non-motoring
KPT9277WNY,2022-08-10,alcohol,1964-08-11,female,unknown,Criminal Damage
KOH7598JZL,2022-11-29,curfew,2002-01-15,male,mixed,Criminal Damage
NBS4473FMQ,2022-11-24,alcohol,1918-04-20,female,other,Theft offence
MPF7121KMG,2022-12-13,alcohol,2019-10-25,female,other,Drug offence
UTI7238FIZ,2022-08-02,alcohol,1968-07-23,female,unknown,Violence against the person
XRL7912UYK,2022-08-21,curfew,1954-02-03,female,unknown,Theft offence
PDT8564HDJ,2022-10-25,curfew,1994-06-08,female,black,Violence against the person
LMN7214POD,2022-10-06,location,1952-04-19,female,asian,Summary motoring
ZLQ7092OZA,2022-12-23,alcohol,1971-08-05,female,unknown,Fraud
HVD9012KNR,2022-10-15,curfew,1934-11-13,female,white,Theft offence
RPY8049WKA,2022-09-14,alcohol,1948-10-03,female,black,Drug offence
ZUJ5537OWA,2022-12-03,alcohol,2002-07-12,male,unknown,Summary non-motoring
AOB0804KVE,2022-09-11,curfew,1912-11-18,female,unknown,Theft offence
AEM8460NFD,2022-09-08,curfew,1932-05-18,female,asian,Violence against the person
UDS3637JNL,2022-11-19,curfew,1943-04-17,female,mixed,Other Indictable
ULM3787EEQ,2022-08-03,location,1971-08-14,male,unknown,Drug offence
YKS2266KAQ,2022-10-28,alcohol,1995-03-15,female,asian,Theft offence
ADD5389EPA,2022-09-05,location,1908-07-04,male,other,Theft offence
AWM6951ABA,2022-09-28,curfew,2017-06-12,female,asian,Criminal Damage
ZNN8248FFU,2022-12-20,location,1921-03-09,female,other,Theft offence
GXR0647QLM,2022-12-01,curfew,1906-12-01,male,asian,Fraud
TFP2351YRE,2022-12-01,alcohol,2008-08-20,male,white,Fraud
OBG2262YKL,2022-11-18,location,1939-07-11,female,asian,Drug offence
FON6244AZG,2022-08-28,curfew,1914-12-10,female,asian,Drug offence
IAZ7720ZJG,2022-12-25,location,2006-05-26,male,white,Theft offence
BML9826XMP,2022-09-12,curfew,2022-04-04,female,white,Violence against the person
INM6478KGK,2022-09-09,location,1916-09-30,male,asian,Other Indictable
AUF5019USB,2022-10-24,alcohol,1971-12-18,female,black,Other Indictable
UCY2375EBH,2022-11-09,location,1995-01-27,female,black,Summary motoring
PND3419QNM,2022-12-09,alcohol,1939-02-06,male,unknown,Summary non-motoring
LZB9436ZPL,2022-10-13,alcohol,2005-07-02,female,other,Summary motoring
TAA6808VGC,2022-12-10,curfew,2006-09-24,female,black,Summary non-motoring
VMC6109UJE,2022-12-16,curfew,1988-09-14,female,unknown,Drug offence
APX1085VGM,2022-12-23,location,1919-09-25,female,unknown,Summary non-motoring
EVZ1753SMG,2022-09-28,curfew,2016-03-16,female,black,Fraud
IWS5282ESP,2022-11-17,alcohol,1996-07-28,male,white,Theft offence
TRA2339ROV,2022-09-25,curfew,1918-11-04,male,black,Summary non-motoring
GBD7860AEZ,2022-11-23,alcohol,1956-11-27,female,other,Fraud
HRW4889RDS,2022-11-22,alcohol,1900-08-15,female,other,Violence against the person
LZX9856ISC,2022-08-21,location,1917-03-01,female,other,Summary non-motoring
